<<<<<<< HEAD
﻿Log file open, 04/25/17 19:02:14
[2017.04.26-00.56.14:887][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2017.04.26-00.56.14:926][  0]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 39.603ms to complete.
[2017.04.26-00.56.14:926][  0]LogFileHelpers: Loading map 'Menu_Main' took 0.928
[2017.04.26-00.56.15:069][  0]LogCollectionManager: Loaded 0 collections in 0.001433 seconds
[2017.04.26-00.56.15:148][  0]LogFileCache: Scanning file cache for directory 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/Collections/' took 0.01s
[2017.04.26-00.56.15:148][  0]LogFileCache: Scanning file cache for directory 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/Developers/Bryan/Collections/' took 0.01s
[2017.04.26-00.56.15:148][  0]LogFileCache: Scanning file cache for directory 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/Collections/' took 0.01s
[2017.04.26-00.56.15:148][  0]LogCollectionManager: Rebuilt the GUID cache for 0 collections in 0.000001 seconds
[2017.04.26-00.56.15:156][  0]LogContentBrowser: Native class hierarchy populated in 0.0080 seconds. Added 2190 classes and 428 folders.
[2017.04.26-00.56.15:192][  0]LogStats: UGameplayTagsManager::ConstructGameplayTagTree: Construct from data asset -  0.000 s
[2017.04.26-00.56.15:192][  0]LogStats: UGameplayTagsManager::ConstructGameplayTagTree: GameplayTagTreeChangedEvent.Broadcast -  0.000 s
[2017.04.26-00.56.15:193][  0]LogContentBrowser: Native class hierarchy updated for 'GameplayTags' in 0.0005 seconds. Added 13 classes and 0 folders.
[2017.04.26-00.56.15:248][  0]LogContentBrowser: Native class hierarchy updated for 'WidgetCarousel' in 0.0004 seconds. Added 0 classes and 0 folders.
[2017.04.26-00.56.15:279][  0]LogContentBrowser: Native class hierarchy updated for 'AddContentDialog' in 0.0004 seconds. Added 0 classes and 0 folders.
[2017.04.26-00.56.15:314][  0]LogContentBrowser: Native class hierarchy updated for 'SceneOutliner' in 0.0004 seconds. Added 1 classes and 2 folders.
[2017.04.26-00.56.15:384][  0]LogCrashTracker: Crashtracker disabled due to settings.
[2017.04.26-00.56.16:317][  0]LogSlate: Only BGRA pngs, bmps or icos are supported in by External Image Picker
[2017.04.26-00.56.16:337][  0]LogUObjectGlobals:Warning: Failed to find object 'Class None.'
[2017.04.26-00.56.16:534][  0]LogTemp:Display: Executing iPhonePackager certificates Engine -bundlename com.YourCompany.ZombieTowerDefense

[2017.04.26-00.56.16:534][  0]LogTemp:Display: CWD: C:\Program Files (x86)\Epic Games\4.14\Engine\Binaries\DotNet\IOS

[2017.04.26-00.56.16:534][  0]LogTemp:Display: Initial Dir: C:\Program Files (x86)\Epic Games\4.14

[2017.04.26-00.56.16:534][  0]LogTemp:Display: Env CWD: C:\Program Files (x86)\Epic Games\4.14\Engine\Binaries\DotNet\IOS

[2017.04.26-00.56.16:534][  0]LogTemp:Display: BranchPath = DESKTOP-C7CL5QU/C/Program Files (x86)/Epic Games/4.14/Engine/Binaries --- GameBranchPath = DESKTOP-C7CL5QU/C/Program Files (x86)/Epic Games/4.14/Engine/Binaries

[2017.04.26-00.56.16:534][  0]LogTemp:Display: IPP ERROR: Application exception: System.IO.DirectoryNotFoundException: Could not find a part of the path 'C:\Users\Bryan\AppData\Local\Apple Computer\MobileDevice\Provisioning Profiles'.

[2017.04.26-00.56.16:534][  0]LogTemp:Display:    at System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)

[2017.04.26-00.56.16:534][  0]LogTemp:Display:    at System.IO.FileSystemEnumerableIterator`1.CommonInit()

[2017.04.26-00.56.16:534][  0]LogTemp:Display:    at System.IO.Directory.EnumerateFiles(String path, String searchPattern)

[2017.04.26-00.56.16:534][  0]LogTemp:Display:    at iPhonePackager.CodeSignatureBuilder.FindProvisions(String CFBundleIdentifier)

[2017.04.26-00.56.16:534][  0]LogTemp:Display:    at iPhonePackager.Program.Main(String[] args)

[2017.04.26-00.56.16:584][  0]LogContentBrowser: Native class hierarchy updated for 'HierarchicalLODOutliner' in 0.0005 seconds. Added 1 classes and 2 folders.
[2017.04.26-00.56.16:584][  0]LogLoad: (Engine Initialization) Total time: 15.73 seconds
[2017.04.26-00.56.16:584][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.39 seconds
[2017.04.26-00.56.16:584][  0]LogExternalProfiler: Found external profiler: VSPerf
[2017.04.26-00.56.16:584][  0]LogExternalProfiler: Using external profiler: VSPerf
[2017.04.26-00.56.16:924][  0]LogOcInput: OculusInput pre-init called
[2017.04.26-00.56.16:940][  0]LogContentStreaming: Texture pool size now 800 MB
[2017.04.26-00.56.17:053][  0]LogRenderer: Reallocating scene render targets to support 1128x564 NumSamples 1 (Frame:2).
[2017.04.26-00.56.17:262][  1]LogAssetRegistry: Asset discovery search completed in 10.1762 seconds
[2017.04.26-00.56.17:262][  1]LogCollectionManager: Rebuilt the object cache for 0 collections in 0.000001 seconds (found 0 objects)
[2017.04.26-00.56.17:262][  1]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000017 seconds (updated 0 objects)
[2017.04.26-00.56.44:040][791]LogAIModule: Creating AISystem for world ZTD_Main
[2017.04.26-00.56.44:075][791]Cmd: MAP LOAD FILE="D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Maps/ZTD_Main.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=3
[2017.04.26-00.56.44:075][791]LightingResults: New page: Lighting Build
[2017.04.26-00.56.44:076][791]LoadErrors: New page: Loading map: ZTD_Main.umap
[2017.04.26-00.56.44:076][791]MapCheck: New page: Map Check
[2017.04.26-00.56.44:076][791]LightingResults: New page: Lighting Build
[2017.04.26-00.56.44:149][791]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2017.04.26-00.56.44:174][791]Cmd: MAP CHECKDEP NOCLEARLOG
[2017.04.26-00.56.44:217][791]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 43.241ms to complete.
[2017.04.26-00.56.44:217][791]LogFileHelpers: Loading map 'ZTD_Main' took 0.144
[2017.04.26-00.56.49:257][347]LogAIModule: Creating AISystem for world Protomap
[2017.04.26-00.56.49:295][347]Cmd: MAP LOAD FILE="D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Maps/Protomap.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=3
[2017.04.26-00.56.49:295][347]LightingResults: New page: Lighting Build
[2017.04.26-00.56.49:295][347]LoadErrors: New page: Loading map: Protomap.umap
[2017.04.26-00.56.49:296][347]MapCheck: New page: Map Check
[2017.04.26-00.56.49:296][347]LightingResults: New page: Lighting Build
[2017.04.26-00.56.49:508][347]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2017.04.26-00.56.49:548][347]Cmd: MAP CHECKDEP NOCLEARLOG
[2017.04.26-00.56.49:589][347]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 41.465ms to complete.
[2017.04.26-00.56.49:589][347]LogFileHelpers: Loading map 'Protomap' took 0.295
[2017.04.26-00.57.25:076][477]LogContentBrowser: Native class hierarchy updated for 'BlueprintGraph' in 0.0008 seconds. Added 111 classes and 0 folders.
[2017.04.26-00.57.41:940][233]BlueprintLog: New page: Compile ZTD_GameMode
[2017.04.26-00.58.55:670][817]LogSavePackage: Save=30.46ms
[2017.04.26-00.58.55:670][817]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/Player_CharacterB14BD0D84FC320D9D1EC24BAD1645446.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/Player_Character.uasset'
[2017.04.26-00.58.55:671][817]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/Player_Character.uasset
[2017.04.26-01.00.53:710][566]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue2
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:0A92
[2017.04.26-01.00.53:711][566]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue3
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:08E5
[2017.04.26-01.00.53:890][567]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue2
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:0A92
[2017.04.26-01.00.53:890][567]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue3
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:08E5
[2017.04.26-01.00.53:932][568]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue2
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:0A92
[2017.04.26-01.00.53:932][568]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue3
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:08E5
[2017.04.26-01.00.53:963][569]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue2
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:0A92
[2017.04.26-01.00.53:963][569]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue3
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:08E5
[2017.04.26-01.00.53:977][570]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue2
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:0A92
[2017.04.26-01.00.53:977][570]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue3
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:08E5
[2017.04.26-01.00.53:991][571]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue2
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:0A92
[2017.04.26-01.00.53:991][571]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue3
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:08E5
[2017.04.26-01.00.54:006][572]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue2
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:0A92
[2017.04.26-01.00.54:006][572]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue3
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:08E5
[2017.04.26-01.00.54:020][573]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue2
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:0A92
[2017.04.26-01.00.54:020][573]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue3
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:08E5
[2017.04.26-01.00.54:034][574]LogScript:Warning: Accessed None trying to read property CallFunc_K2_GetPawn_ReturnValue2
	Player_Controller_C /Engine/Transient.World_16:PersistentLevel.Player_Controller_C_0
	Function /Game/ZTD_Blueprint/Blueprints/Player_Controller.Player_Controller_C:ExecuteUbergraph_Player_Controller:0A92
[2017.04.26-01.01.27:947][478]LogRenderer: Reallocating scene render targets to support 1220x752 NumSamples 1 (Frame:14629).
[2017.04.26-01.01.48:493][879]LogSavePackage: Save=29.52ms
[2017.04.26-01.01.48:493][879]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/Zombie_Character5657AE904C627EE0D4B99AB7C46570D9.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Normal_Zombie_AI/Zombie_Character.uasset'
[2017.04.26-01.01.48:494][879]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Normal_Zombie_AI/Zombie_Character.uasset
[2017.04.26-01.06.40:645][929]LogSavePackage: Save=93.78ms
[2017.04.26-01.06.40:645][929]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/Ingame_UI9EF00F104F78AF4D499B668C7A69BA46.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/HUD/Ingame_UI.uasset'
[2017.04.26-01.06.40:646][929]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/HUD/Ingame_UI.uasset
[2017.04.26-01.06.40:678][929]LogSavePackage: Save=18.62ms
[2017.04.26-01.06.40:678][929]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/ZTD_GameMode15A9877E41AF2DA1E8D906AA7291B9CE.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/ZTD_GameMode.uasset'
[2017.04.26-01.06.40:705][929]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/ZTD_GameMode.uasset
[2017.04.26-01.07.06:778][ 11]LogSavePackage: Save=19.79ms
[2017.04.26-01.07.06:778][ 11]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/ZTD_GameModeCE3E59914394335F8ED42EA264AD7219.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/ZTD_GameMode.uasset'
[2017.04.26-01.07.06:779][ 11]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/ZTD_GameMode.uasset
[2017.04.26-01.07.20:148][386]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Cube)
[2017.04.26-01.08.03:380][417]LogSavePackage: Save=18.76ms
[2017.04.26-01.08.03:380][417]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/ZTD_GameMode27F3CC92403F616633DDA49B4E22D78D.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/ZTD_GameMode.uasset'
[2017.04.26-01.08.03:381][417]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/ZTD_GameMode.uasset
[2017.04.26-01.08.09:951][162]LogSavePackage: Save=19.45ms
[2017.04.26-01.08.09:951][162]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/ZTD_GameModeBF56565D444D2593055959ABA46B9192.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/ZTD_GameMode.uasset'
[2017.04.26-01.08.09:952][162]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/ZTD_GameMode.uasset
[2017.04.26-01.08.10:872][272]BlueprintLog: New page: Compile ZTD_GameMode
[2017.04.26-01.08.16:547][900]LogSavePackage: Save=19.43ms
[2017.04.26-01.08.16:547][900]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/ZTD_GameMode71B2EA4A4C039C0D331131A6FF19287E.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/ZTD_GameMode.uasset'
[2017.04.26-01.08.16:548][900]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/ZTD_GameMode.uasset
[2017.04.26-01.08.17:728][ 41]BlueprintLog: New page: Compile ZTD_GameMode
[2017.04.26-01.08.28:866][349]LogSavePackage: Save=18.52ms
[2017.04.26-01.08.28:866][349]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/ZTD_GameModeE1F6250242B4B73DFE44DAB50432F138.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/ZTD_GameMode.uasset'
[2017.04.26-01.08.28:868][349]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/ZTD_GameMode.uasset
